Entities,Tokens,Raw Text
"['O', 'O', 'O', 'O', 'O', 'B-Other_Quantity', 'O', 'O', 'O', 'I-Other_Quantity', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Other_Quantity', 'I-Other_Quantity', 'I-Other_Quantity', 'O', 'O', 'O', 'B-Other_Quantity', 'I-Other_Quantity', 'O', 'O', 'O', 'B-Other_Quantity', 'O', 'O', 'O', 'O', 'B-Citation', 'I-Citation', 'O', 'O', 'B-Citation', 'O', 'O']","['Despite', 'only', 'occupying', '4', '%', 'of', 'the', 'world', ""'s"", 'agricultural', 'land', ',', 'Europe', '(', 'EU', '27', ')', 'emerged', 'as', 'a', 'critical', 'farming', 'zone', 'that', 'yielded', '14', '%', 'of', 'total', 'cereals', 'and', '20', '%', 'of', 'meat', 'by', 'the', 'end', 'of', 'the', '20th', 'century', '(', 'Olesen', '&', 'Bindi', ',', '2002', ')', '.']","Despite only occupying 4 % of the world 's agricultural land , Europe ( EU 27 ) emerged as a critical farming zone that yielded 14 % of total cereals and 20 % of meat by the end of the 20th century ( Olesen & Bindi , 2002 ) ."
"['O', 'O', 'B-Duration', 'O', 'B-Location', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organism', 'I-Organism', 'I-Organism', 'I-Organism', 'O', 'O', 'O', 'O', 'B-Organism', 'I-Organism', 'O', 'O', 'O', 'O', 'B-Date_and_Time', 'O']","['Originating', 'in', '1884-85', 'in', 'Kyushu', ',', 'Japan', ',', 'the', 'disease', 'was', 'first', 'identified', 'with', 'the', 'causal', 'agent', 'Xanthomonas', 'oryzae', 'pathovar', 'oryzae', ',', 'previously', 'known', 'as', 'Bacillus', 'oryzae', ',', 'being', 'pinpointed', 'in', '1911', '.']","Originating in 1884-85 in Kyushu , Japan , the disease was first identified with the causal agent Xanthomonas oryzae pathovar oryzae , previously known as Bacillus oryzae , being pinpointed in 1911 ."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Nutrient', 'O', 'B-Nutrient', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Negative', 'impacts', 'of', 'biomass', 'harvesting', 'on', 'soil', 'nutrient', 'pools', '(', 'e.g.', ',', 'nitrogen', ',', 'phosphorus', 'and', 'base', 'cations', ')', 'and', 'soil', 'acid-base', 'status', 'are', 'more', 'frequent', 'in', 'the', 'forest', 'floor', 'than', 'in', 'the', 'mineral', 'soil', '.']","Negative impacts of biomass harvesting on soil nutrient pools (e.g., nitrogen, phosphorus and base cations) and soil acid-base status are more frequent in the forest floor than in the mineral soil."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Agri_Process', 'I-Agri_Process', 'O', 'O', 'B-Field_Area', 'I-Field_Area', 'O', 'B-Season', 'O', 'O', 'O', 'B-Season', 'O']","['With', 'the', 'prevailing', 'climatic', 'situations', 'and', 'the', 'available', 'natural', 'resources', 'of', 'the', 'region', ',', 'this', 'crop', 'could', 'be', 'one', 'of', 'the', 'most', 'viable', 'alternative', 'options', 'to', 'fit', 'into', 'different', 'cropping', 'systems', 'especially', 'in', 'rice', 'fallows', 'during', 'winter', '(', 'rabi', ')', 'season', '.']","With the prevailing climatic situations and the available natural resources of the region, this crop could be one of the most viable alternative options to fit into different cropping systems especially in rice fallows during winter (rabi) season."
"['O', 'O', 'O', 'B-Location', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'B-Location', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Citation', 'B-Citation', 'O', 'O', 'B-Citation', 'O', 'O']","['Although', 'expansion', 'of', 'agricultural', 'land', 'has', 'mostly', 'come', 'at', 'the', 'expense', 'of', 'tropical', 'forests', ',', 'other', 'important', 'biomes', 'of', 'high', 'conservation', 'value', '(', 'e.g.', ',', 'grasslands', ',', 'savannas', ',', 'shrublands', ')', 'are', 'also', 'shrinking', 'dramatically', '(', 'Gibbs', 'et', 'al', ',', '2010', ')', '.']","Although expansion of agricultural land has mostly come at the expense of tropical forests, other important biomes of high conservation value (e.g., grasslands, savannas, shrublands) are also shrinking dramatically (Gibbs et al, 2010)."
"['B-Disease', 'O', 'O', 'B-Fruit', 'O', 'B-Fruit', 'O', 'B-Crop', 'O', 'B-Fruit', 'O', 'B-Fruit', 'O', 'B-Crop', 'O', 'O', 'B-Vegetable', 'O']","['Scab', 'often', 'affects', 'apples', ',', 'crabapples', ',', 'cereals', ',', 'cucumbers', ',', 'peaches', ',', 'pecans', ',', 'and', 'potatoes', '.']","Scab often affects apples, crabapples, cereals, cucumbers, peaches, pecans, and potatoes."
"['B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Wheat', 'crop', 'was', 'the', 'core', 'of', 'the', 'subject', 'matter', '.']",Wheat crop was the core of the subject matter.
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'O', 'O', 'O', 'O']","['This', 'paper', 'intends', 'to', 'further', 'elaborate', 'on', 'this', 'idea', 'and', 'explore', 'what', 'the', 'implications', 'are', 'for', 'ASARECA', '’', 's', 'strategy', '.']",This paper intends to further elaborate on this idea and explore what the implications are for ASARECA’s strategy.
"['O', 'O', 'O', 'O', 'O', 'B-Agri_Process', 'I-Agri_Process', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Thus', ',', 'increasing', 'productivity', 'of', 'rainfed', 'cropping', 'systems', 'is', 'an', 'urgent', 'task', 'to', 'meet', 'the', 'food', 'demand', 'of', 'an', 'ever-increasing', 'population', 'because', '57', '%', 'of', 'the', 'total', 'arable', 'land', 'area', 'of', '141', 'Mha', 'is', 'under', 'rainfed', 'farming', '.']","Thus, increasing productivity of rainfed cropping systems is an urgent task to meet the food demand of an ever-increasing population because 57% of the total arable land area of 141 Mha is under rainfed farming."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Other_Quantity', 'I-Other_Quantity', 'I-Other_Quantity', 'O', 'O', 'O']","['But', 'increasing', 'fertilizer', 'demands', 'per', 'day', 'may', 'doublet', 'or', 'triplet', 'or', 'meet', 'the', 'level', 'soon', 'up-to', '1.00', 'billion', 'tons', 'of', 'production', '.']",But increasing fertilizer demands per day may doublet or triplet or meet the level soon up-to 1.00 billion tons of production.
"['O', 'O', 'O', 'B-Nutrient', 'O', 'O', 'B-Quantity', 'I-Quantity', 'O', 'B-Quantity', 'I-Quantity', 'O', 'B-Agri_Method', 'O', 'B-Quantity', 'I-Quantity', 'O', 'B-Quantity', 'I-Quantity', 'O', 'B-Agri_Method', 'O', 'O', 'O', 'O', 'O', 'B-Agri_Method', 'O', 'B-Agri_Method', 'O', 'B-Season', 'I-Season', 'O']","['Results', 'showed', 'that', 'N', 'uptake', '(', '95.1', 'kg/ha', 'and', '100.4', 'kg/ha', 'in', 'CTR', 'and', '79.4', 'kg/ha', 'and', '83.8', 'kg/ha', 'in', 'AR', ')', 'was', 'significantly', 'superior', 'in', 'CTR', 'than', 'AR', 'in', 'kharif', 'seasons', '.']",Results showed that N uptake (95.1 kg/ha and 100.4 kg/ha in CTR and 79.4 kg/ha and 83.8 kg/ha in AR) was significantly superior in CTR than AR in kharif seasons.
"['O', 'O', 'O', 'O', 'B-Person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'I-Organization', 'I-Organization', 'O', 'B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Person', 'O', 'O', 'O', 'O', 'I-Organization', 'O']","['This', 'study', 'investigates', 'how', 'farmers', ""'"", 'experiments', 'and', 'innovations', 'contribute', 'to', 'Cuba', ""'s"", 'agricultural', 'innovation', 'system', '(', 'AIS', ')', ',', 'highlights', 'the', 'importance', 'of', 'knowledge', 'exchange', 'events', ',', 'and', 'outlines', 'strategies', 'for', 'integrating', 'farmers', ""'"", 'initiatives', 'into', 'the', 'system', '.']","This study investigates how farmers ' experiments and innovations contribute to Cuba 's agricultural innovation system ( AIS ) , highlights the importance of knowledge exchange events , and outlines strategies for integrating farmers ' initiatives into the system ."
"['O', 'O', 'B-Chemical', 'I-Chemical', 'O', 'B-Chemical', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Chemical', 'I-Chemical', 'O', 'B-Chemical', 'O', 'O', 'B-Chemical', 'O', 'B-Chemical', 'O', 'O', 'B-Chemical', 'I-Chemical', 'O', 'B-Chemical', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Emission', 'of', 'greenhouse', 'gases', '(', 'GHG', ')', ',', 'increase', 'in', 'amount', 'of', 'gases', 'like', 'carbon', 'dioxide', '(', 'CO2', ')', ',', 'methane', '(', 'CH4', ')', 'and', 'nitrous', 'oxide', '(', 'N2O', ')', 'are', 'responsible', 'for', 'generating', 'changes', 'to', 'global', 'climate', '.']","Emission of greenhouse gases (GHG), increase in amount of gases like carbon dioxide (CO2), methane (CH4) and nitrous oxide (N2O) are responsible for generating changes to global climate."
"['O', 'O', 'O', 'B-Person', 'O', 'O', 'B-Crop', 'I-Crop', 'O', 'B-Season', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['These', 'strategies', 'offered', 'farmers', 'to', 'cultivate', 'rice', 'crop', 'during', 'rabi', 'that', 'they', 'were', 'not', 'typically', 'able', 'to', 'grow', 'during', 'this', 'period', 'and', 'was', 'necessary', 'to', 'keep', 'up', 'with', 'the', 'expanding', 'population', 'and', 'diminishing', 'natural', 'resources', '.']",These strategies offered farmers to cultivate rice crop during rabi that they were not typically able to grow during this period and was necessary to keep up with the expanding population and diminishing natural resources.
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Agri_Method', 'I-Agri_Method', 'O', 'B-Agri_Method', 'O', 'O']","['Scenario', '2-5', 'were', 'managed', 'on', 'the', 'principles', 'of', 'conservation', 'agriculture', '(', 'CA', ')', '.']",Scenario 2-5 were managed on the principles of conservation agriculture (CA).
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Natural', 'climate', 'and', 'soil', 'conditions', ';', 'Political', 'transformations', 'at', 'the', 'beginning', 'of', 'the', '1990s', '.']",Natural climate and soil conditions; Political transformations at the beginning of the 1990s.
"['O', 'O', 'O', 'B-Crop', 'O', 'O', 'B-Natural_Disaster', 'O', 'B-Organization', 'O', 'O', 'B-Crop', 'O', 'B-ML_Model', 'I-ML_Model', 'O', 'O', 'O', 'O', 'O', 'B-Natural_Disaster', 'I-Natural_Disaster', 'B-Organization', 'O', 'O', 'B-Organization', 'O', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'B-Organization', 'B-Organization', 'B-Organization', 'B-Organization', 'B-Organization', 'B-Organization', 'B-Organization', 'B-Crop', 'B-Organization', 'B-Crop', 'O', 'B-Crop', 'I-Crop', 'I-Crop', 'I-Crop', 'I-Crop', 'O']","['We', 'used', 'current', 'and', 'projected', 'future', 'climate', 'data', 'for', '~2055', ',', 'and', 'the', 'Ecocrop', 'model', 'to', 'predict', 'the', 'impact', 'of', 'climate', 'change', 'on', 'areas', 'suitable', 'for', 'all', 'crops', 'listed', 'in', 'Table', '1', 'of', 'the', 'International', 'Treaty', 'on', 'Plant', 'Genetic', 'Resources', 'for', 'Food', 'and', 'Agriculture', 'and', 'other', 'major', 'staple', 'and', 'cash', 'crops', '.']","We used current and projected future climate data for ~2055, and the Ecocrop model to predict the impact of climate change on areas suitable for all crops listed in Table 1 of the International Treaty on Plant Genetic Resources for Food and Agriculture and other major staple and cash crops."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['There', 'were', 'differences', 'in', 'particle', 'size', 'distribution', 'between', 'dump', 'and', 'non-dump', 'sites', '.']",There were differences in particle size distribution between dump and non-dump sites.
"['O', 'O', 'O', 'B-Nutrient', 'O', 'O', 'B-Agri_Process', 'I-Agri_Process', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Natural_Disaster', 'I-Natural_Disaster', 'I-Natural_Disaster', 'O', 'O', 'B-Chemical', 'I-Chemical', 'O', 'B-Chemical', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Natural_Resource', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Chemical', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'benefits', 'of', 'N', 'added', 'to', 'cropping', 'systems', 'come', ',', 'however', ',', 'at', 'well-documented', 'environmental', 'costs', ':', 'Increased', 'coastal', 'hypoxia', ',', 'atmospheric', 'nitrous', 'oxide', '(', 'N2O', ')', ',', 'reactive', 'N', 'gases', 'in', 'the', 'troposphere', ',', 'and', 'N', 'deposition', 'onto', 'forests', 'and', 'other', 'natural', 'areas', 'are', 'some', 'of', 'the', 'consequences', 'of', 'our', 'inability', 'to', 'keep', 'fertilizer', 'N', 'from', 'leaving', 'cropped', 'ecosystems', 'via', 'unmanaged', 'pathways', '.']","The benefits of N added to cropping systems come, however, at well-documented environmental costs: Increased coastal hypoxia, atmospheric nitrous oxide (N2O), reactive N gases in the troposphere, and N deposition onto forests and other natural areas are some of the consequences of our inability to keep fertilizer N from leaving cropped ecosystems via unmanaged pathways."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['This', 'finding', 'allowed', 'us', 'in', 'CoS2', 'to', 'focus', 'on', 'innovation', 'systems', 'as', 'an', 'approach', 'to', 'institutional', 'development', 'that', 'stretches', 'the', 'windows', 'of', 'opportunity', 'for', 'small-scale', 'farmers', '.']",This finding allowed us in CoS2 to focus on innovation systems as an approach to institutional development that stretches the windows of opportunity for small-scale farmers.
"['O', 'B-Organism', 'O', 'I-Crop', 'O', 'O', 'O', 'O', 'B-Natural_Resource', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Natural_Resource', 'O', 'O', 'O', 'O', 'O', 'O']","['Growing', 'plants', 'for', 'fodder', 'hydroponically', 'involves', 'utilizing', 'a', 'water', 'or', 'nutrient', 'solution', 'in', 'a', 'greenhouse', 'or', 'polyhouse', ',', 'rather', 'than', 'soil', ',', 'for', 'a', 'short', 'interval', '.']","Growing plants for fodder hydroponically involves utilizing a water or nutrient solution in a greenhouse or polyhouse , rather than soil , for a short interval ."
"['O', 'O', 'O', 'O', 'B-Agri_Process', 'O', 'B-Organism', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organism', 'I-Organism', 'O', 'B-Organism', 'I-Organism', 'O', 'O', 'B-Organism', 'O', 'O', 'O', 'B-Organism', 'O', 'B-Organism', 'B-Organism', 'O', 'O']","['We', 'demonstrated', 'experimentally', 'that', 'grazing', 'influences', 'bird', 'communities', 'within', 'productive', 'grasslands', ',', 'with', 'higher', 'utilization', 'promoting', 'more', 'Chestnut-collared', 'Longspur', '(', 'Calcarius', 'ornatus', ')', 'and', 'fewer', 'Baird', '’', 's', 'Sparrow', '(', 'Ammodramus', 'bairdii', ')', '.']","We demonstrated experimentally that grazing influences bird communities within productive grasslands, with higher utilization promoting more Chestnut-collared Longspur (Calcarius ornatus) and fewer Baird’s Sparrow (Ammodramus bairdii)."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Technology', 'I-Technology', 'I-Technology', 'I-Technology', 'O', 'B-Technology', 'I-Technology', 'I-Technology', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Citation', 'I-Citation', 'I-Citation', 'I-Citation', 'I-Citation', 'O', 'O']","['The', 'implementation', 'of', 'technologies', ',', 'such', 'as', 'whole', 'farm', 'planning', 'toolkits', 'or', 'integrated', 'pest', 'management', ',', 'to', 'diminish', 'the', 'environmental', 'footprint', 'of', 'farming', 'practices', 'sees', 'significant', 'diversity', 'among', 'farmers', '(', 'Green', 'Growth', 'Advisory', 'Group', '2011', ')', '.']","The implementation of technologies , such as whole farm planning toolkits or integrated pest management , to diminish the environmental footprint of farming practices sees significant diversity among farmers ( Green Growth Advisory Group 2011 ) ."
"['B-Disease', 'O', 'O', 'B-Field_Area', 'O', 'O', 'O', 'O', 'B-Organism', 'O', 'B-Organism', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'B-Fruit', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Scab', ',', 'in', 'botany', ',', 'any', 'of', 'several', 'bacterial', 'or', 'fungal', 'plant', 'diseases', 'characterized', 'by', 'crustaceous', 'lesions', 'on', 'fruits', ',', 'tubers', ',', 'leaves', ',', 'or', 'stems', '.']","Scab, in botany, any of several bacterial or fungal plant diseases characterized by crustaceous lesions on fruits, tubers, leaves, or stems."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'third', 'part', 'of', 'this', 'chapter', 'describes', 'some', 'conceptual', 'solutions', ',', 'based', 'on', 'case', 'studies', 'aiming', 'at', 'improving', 'soil', 'productivity', '.']","The third part of this chapter describes some conceptual solutions, based on case studies aiming at improving soil productivity."
"['B-Agri_Process', 'I-Agri_Process', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Agri_Process', 'I-Agri_Process', 'I-Agri_Process', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Agricultural', 'sustainability', 'is', 'defined', 'as', 'the', 'ability', 'of', 'a', 'crop', 'production', 'system', 'to', 'continuously', 'produce', 'food', 'without', 'environmental', 'degradation', '.']",Agricultural sustainability is defined as the ability of a crop production system to continuously produce food without environmental degradation.
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Despite', 'a', 'low', 'rate', 'of', 'adoption', 'elsewhere', ',', 'similar', 'efforts', 'in', 'recent', 'years', 'have', 'been', 'initiated', 'in', 'developing', 'countries', '.']","Despite a low rate of adoption elsewhere, similar efforts in recent years have been initiated in developing countries."
"['B-Fruit', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Nutrient', 'I-Nutrient', 'O', 'O', 'O', 'O', 'O']","['Papayas', 'are', 'favored', 'due', 'to', 'the', 'significant', 'quantity', 'of', 'Vitamin', 'C', 'found', 'in', 'the', 'flesh', '.']",Papayas are favored due to the significant quantity of Vitamin C found in the flesh .
"['O', 'O', 'B-Location', 'I-Location', 'I-Location', 'O', 'O', 'B-Location', 'I-Location', 'O', 'O', 'O', 'O', 'B-Location', 'I-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Quantity', 'I-Quantity', 'I-Quantity', 'I-Quantity', 'O']","['In', 'the', 'Upper', 'East', 'region', ',', 'the', 'north-eastern', 'part', 'is', 'covered', 'by', 'the', 'Sudan', 'Savannah', ',', 'receiving', 'an', 'average', 'yearly', 'rainfall', 'of', '500', 'to', '700', 'mm', '.']","In the Upper East region , the north-eastern part is covered by the Sudan Savannah , receiving an average yearly rainfall of 500 to 700 mm ."
"['B-Organism', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Birds', 'of', 'agricultural', 'systems', 'are', 'one', 'of', 'the', 'most', 'threatened', 'groups', 'of', 'birds', 'in', 'Europe', 'mainly', 'due', 'to', 'their', 'sharp', 'population', 'decline', 'in', 'recent', 'decades', '.']",Birds of agricultural systems are one of the most threatened groups of birds in Europe mainly due to their sharp population decline in recent decades.
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Technology', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Person', 'O', 'O', 'O', 'O', 'O', 'B-Technology', 'O']","['This', 'review', ',', 'based', 'on', 'studies', 'investigating', 'the', 'limited', 'adoption', 'of', 'PATs', 'in', '‘', 'experienced', '’', 'countries', ',', 'extrapolates', 'their', 'findings', 'to', 'explain', 'why', 'farmers', 'have', 'or', 'have', 'not', 'adopted', 'PATs', '.']","This review, based on studies investigating the limited adoption of PATs in ‘experienced’ countries, extrapolates their findings to explain why farmers have or have not adopted PATs."
"['O', 'O', 'O', 'O', 'B-Other_Quantity', 'I-Other_Quantity', 'O', 'B-Other_Quantity', 'I-Other_Quantity', 'O', 'O', 'O']","['Flight', 'altitude', 'varied', 'from', '20', 'm', 'to', '500', 'm', 'above', 'ground', '.']",Flight altitude varied from 20 m to 500 m above ground.
"['O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Longevity', 'of', 'heat', 'waves', 'across', 'India', 'has', 'extended', 'in', 'recent', 'years', 'with', 'warmer', 'night', 'temperatures', 'and', 'hotter', 'days', ',', 'and', 'this', 'trend', 'is', 'expected', 'to', 'continue', '.']","Longevity of heat waves across India has extended in recent years with warmer night temperatures and hotter days, and this trend is expected to continue."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Fruit', 'O', 'O', 'B-Location', 'O', 'O', 'B-Fruit', 'O', 'B-Fruit', 'O', 'B-Fruit', 'O', 'B-Fruit', 'O', 'B-Fruit', 'O', 'B-Fruit', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['As', 'the', 'season', 'advances', ',', 'a', 'range', 'of', 'top', 'mango', 'varieties', 'in', 'India', 'such', 'as', 'Alphonso', ',', 'Kesar', ',', 'Himsagar', ',', 'Chausa', ',', 'Safeda', ',', 'Langra', ',', 'and', 'others', 'will', 'become', 'available', 'to', 'you', '.']","As the season advances , a range of top mango varieties in India such as Alphonso , Kesar , Himsagar , Chausa , Safeda , Langra , and others will become available to you ."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Agri_Process', 'I-Agri_Process', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Agri_Process', 'I-Agri_Process', 'I-Agri_Process', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Agri_Process', 'O', 'O', 'O']","['In', 'the', 'first', 'years', 'post-harvest', ',', 'however', ',', 'biomass', 'harvesting', 'has', 'the', 'greatest', 'potential', 'to', 'influence', 'tree', 'survival', 'and', 'growth', ',', 'either', 'positively', 'or', 'negatively', ',', 'through', 'its', 'effects', 'on', 'microclimate', 'and', 'competing', 'vegetation', '.']","In the first years post-harvest, however, biomass harvesting has the greatest potential to influence tree survival and growth, either positively or negatively, through its effects on microclimate and competing vegetation."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Technology', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Person', 'O', 'O', 'O', 'O', 'O', 'B-Technology', 'O']","['This', 'review', ',', 'based', 'on', 'studies', 'investigating', 'the', 'limited', 'adoption', 'of', 'PATs', 'in', '‘', 'experienced', '’', 'countries', ',', 'extrapolates', 'their', 'findings', 'to', 'explain', 'why', 'farmers', 'have', 'or', 'have', 'not', 'adopted', 'PATs', '.']","This review, based on studies investigating the limited adoption of PATs in ‘experienced’ countries, extrapolates their findings to explain why farmers have or have not adopted PATs."
"['O', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'B-Natural_Disaster', 'I-Natural_Disaster', 'I-Natural_Disaster', 'I-Natural_Disaster', 'O']","['Throughout', 'the', '21stcentury', ',', 'India', 'is', 'projected', 'to', 'experience', 'warming', 'above', 'global', 'level', '.']","Throughout the 21stcentury, India is projected to experience warming above global level."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Technology', 'O', 'B-Agri_Process', 'I-Agri_Process', 'O', 'O', 'O', 'O']","['This', 'article', 'is', 'aimed', 'to', 'highlight', 'the', 'developments', 'in', 'the', 'area', 'of', 'automation', 'in', 'vegetable', 'cultivation', 'in', 'Indian', 'agriculture', '.']",This article is aimed to highlight the developments in the area of automation in vegetable cultivation in Indian agriculture.
"['O', 'O', 'O', 'O', 'B-Season', 'B-Season', 'O', 'O', 'B-Rainfall', 'I-Rainfall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Person', 'O', 'B-Person', 'O', 'B-Person', 'O', 'B-Person', 'I-Person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Soil', 'I-Soil', 'I-Soil', 'O', 'O', 'O', 'O']","['It', 'has', 'only', 'one', 'rainy', 'season', 'of', 'about', '600', 'mm', 'Spatial', 'variability', 'of', 'plant', 'growth', 'has', 'been', 'a', 'major', 'problem', 'for', 'plant', 'physiologists', ',', 'agronomists', ',', 'agro-foresters', 'and', 'soil', 'scientists', 'comparing', 'or', 'modelling', 'treatment', 'effects', 'on', 'acid', 'sandy', 'soils', 'in', 'the', 'Sahel', '.']","It has only one rainy season of about 600 mm  Spatial variability of plant growth has been a major problem for plant physiologists, agronomists, agro-foresters and soil scientists comparing or modelling treatment effects on acid sandy soils in the Sahel."
"['B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organism', 'I-Organism', 'O', 'B-Organism', 'O', 'O', 'B-Organism', 'I-Organism', 'O', 'B-Organism', 'O', 'O']","['Rot', ',', 'any', 'of', 'several', 'plant', 'diseases', ',', 'caused', 'by', 'any', 'of', 'hundreds', 'of', 'species', 'of', 'soil-borne', 'bacteria', ',', 'fungi', ',', 'and', 'funguslike', 'organisms', '(', 'Oomycota', ')', '.']","Rot, any of several plant diseases, caused by any of hundreds of species of soil-borne bacteria, fungi, and funguslike organisms (Oomycota)."
